User,Handle,PostDate,TweetText,ReplyCount,RetweetCount,LikeCount,sentiment
ResearchPool,@ResearchPool,2019-02-13T04:32:22.000Z,"ResearchPool
@ResearchPool
·
Feb 13, 2019$FMC #FMC Corp. FMC Corporation: | http://dlvr.it/QymzfY",,,,neutral
"Chris Rouse, PhD",@crouse579,2019-02-13T03:14:06.000Z,"Chris Rouse, PhD
@crouse579
·
Feb 13, 2019@FMCAgUS
 continuing it's support and showing it's commitment to the future of weed science at the 2019 WSSA Annual meeting 
@WorldofWeeds
 @FMCCorp
1",,,1.0,positive
FMC Corporation,@FMCCorp,2019-02-12T15:43:01.000Z,"FMC Corporation
@FMCCorp
·
Feb 12, 2019In honor of #NationalPesticideSafetyMonth, check out these pesticide safety educational program resources! 
https://buff.ly/2GlAvHe
1
1",,1.0,1.0,neutral
Stockflare US Page,@StockflareUS,2019-02-12T10:20:25.000Z,"Stockflare US Page
@StockflareUS
·
Feb 12, 2019$FMC: The forecast dividend for FMC Corp has increased to $1.6 per share from $0.68 in the last week. (https://stockflare.com/stock/FMC)",,,,positive
MarketBeat,@MarketBeatCom,2019-02-12T08:30:01.000Z,"MarketBeat
@MarketBeatCom
·
Feb 12, 2019FMC Corp updates Q1 2019 guidance to $1.58-1.68 EPS & revenue guidance to $1.18-1.21 billion.  http://bit.ly/2tkhhJr $FMC #FMC",,,,positive
MarketBeat,@MarketBeatCom,2019-02-12T08:30:00.000Z,"MarketBeat
@MarketBeatCom
·
Feb 12, 2019FMC Corp updates FY 2019 guidance to $5.55-5.75 EPS & revenue guidance to $4.45-4.55 billion.  http://bit.ly/2RTf7tX $FMC #FMC",,,,neutral
Traders Community,@TradersCom,2019-02-12T01:30:51.000Z,"Traders Community
@TradersCom
·
Feb 12, 2019Earnings Monday Feb 11
$SPX $ES_F $QQQ
After Market Close 
AMKOR TECH $AMKR
COMPASS MINERLS $CMP
DCP MIDSTREAM $DCP
ELEVATE CREDIT $ELVT
FARMER BROS $FARM
FMC CORP $FMC
MOLINA #Heathcare $MOH
OMEGA Healthcare $OHI
STAR BULK CARRS $SBLK https://traderscommunity.com/index.php/market-talk/1357-market-weekly-feb-10-2019-feb-16-2019…
1",,1.0,,neutral
Seeking Alpha Market News,@MarketCurrents,2019-02-11T22:11:29.000Z,"Seeking Alpha Market News
@MarketCurrents
·
Feb 11, 2019$FMC - FMC Corp. sees flat Q1 EBITDA, earnings at low end of guidance range
seekingalpha.com
FMC Corp. sees flat Q1 EBITDA, earnings at low end of guidance range (NYSE:FMC)
FMC Corp. (NYSE:FMC) -1.7% after-hours as it reports better than expected Q4 earnings and a 24% Y/Y revenue increase but issues Q1 earnings guidance at the low end of Wall Street...",,,,positive
FMC Corporation,@FMCCorp,2019-02-11T19:47:00.000Z,"FMC Corporation
@FMCCorp
·
Feb 11, 2019Looking forward to #CropConnect 19!
CropConnect
@CropConnect
·
Feb 7, 2019
Excited to see everyone next week for #CropConnect19 SOLD OUT Conference.  

Shout out to our amazing GOLD SPONSORS! 
 @ATPNutritionLtd @BASF @Bayer @BrettYoungSeeds @ccga_ca @corteva @FCCagriculture @FMCCorp @PioneerSeed @syngentacanada @westerngrains
1
4",,1.0,4.0,neutral
Nick Campbell,@NickCampbell41,2019-02-11T19:28:18.000Z,"Nick Campbell
@NickCampbell41
·
Feb 11, 2019Replying to 
@eWhispers
 @Chegg
 and 9 others
Anyone playing any of the ERS AH",,,,neutral
Briefing.com,@Briefingcom,2019-02-11T15:35:37.000Z,"Briefing.com
@Briefingcom
·
Feb 11, 2019$FMC: FMC Corp Board approves distribution of all of its remaining interest in Livent Corporation (LTHM) to FMC... http://bit.ly/2WQc6hX
2",,2.0,,neutral
"Trade Alerts, Trade Ideas and Crypto",@AlertTrade,2019-02-11T15:12:32.000Z,"Trade Alerts, Trade Ideas and Crypto
@AlertTrade
·
Feb 11, 2019DOWN WITH EARNINGS TODAY ALERT: $FMC FMC Corp  TradeIdeas via http://AlertTrade.us to FREE Trading Room",,,,neutral
InterCooler,@intercooleronli,2019-02-11T14:43:37.000Z,"InterCooler
@intercooleronli
·
Feb 11, 20193,549 Shares in FMC Corp (FMC) Purchased by Grandview Asset Management LLC  https://modernreaders.com/news/2019/02/11/3549-shares-in-fmc-corp-fmc-purchased-by-grandview-asset-management-llc.html… #investingnews",,,,neutral
Flora COUTURIER-BOITON,@flora_cb1,2019-02-11T12:32:20.000Z,"Flora COUTURIER-BOITON
@flora_cb1
·
Feb 11, 2019Replying to 
@EmmanuelL_FMC
 @bubu1664
 and 10 others
Merci pour ce post : je sors de tour de plaine en me demandant ce qu est cette plante et ce midi j ouvre tweeter et je tombe dessus avec la solution !!!
7",,,7.0,neutral
Chemical Outlook,@chemoutlook,2019-02-11T10:27:18.000Z,"Chemical Outlook
@chemoutlook
·
Feb 11, 2019Research Analysts Set Expectations for FMC Corp.'s Q3 2016 Earnings http://chemicaloutlook.com/research-analysts-set-expectations-for-fmc-corp-s-q3-2016-earnings/…",,,,neutral
Stock Market Intellects,@smintellects,2019-02-11T08:14:53.000Z,"Stock Market Intellects
@smintellects
·
Feb 11, 2019FMC Corp. (NYSE:FMC) 4Q18 earnings preview http://stockmarketintellects.com/fmc-corp-nysefmc-4q18-earnings-preview/…",,,,neutral
kreviewer,@kreviewer1,2019-02-10T21:24:16.000Z,"kreviewer
@kreviewer1
·
Feb 10, 2019As Fmc Corp $FMC Shares Declined, Bowen Hanes & Co INC Decreased Stake https://kreviewer.com/2019/02/10/as-fmc-corp-fmc-shares-declined-bowen-hanes-co-inc-decreased-stake/…",,,,negative
American Soybean Association,@ASA_Soybeans,2019-02-10T18:00:31.000Z,"American Soybean Association
@ASA_Soybeans
·
Feb 10, 2019The annual ASA Awards Banquet, sponsored by 
@UnitedSoy
 , 
@corteva
, 
@JohnDeere
 & 
@FMCCorp
 --is sold out! Attendees can check onsite at 
@ComClassic
  to see if any tickets have become available! #Classic19 #SoyLeaders 

>>More info: http://ow.ly/LVPf30nDgop
2
4",,2.0,4.0,neutral
CropLifeIndia,@CropLifeIndia,2019-02-10T09:13:25.000Z,"CropLifeIndia
@CropLifeIndia
·
Feb 10, 2019@CropLifeIndia
 stall at Krishi Kumbh 2019, Motihari Bihar. Raising awareness on Responsible Use of Pesticides. 
@Syngenta
 @Bayer4Crops
 @BASF
 @DowChemical
 #CropLifeAsia 
@CropLifeIntl
 @FMCCorp
 @Indofilofficial
 @Monsanto_IN  #Farmprotection #HealthyCrop #agriculture #champaran
1",,1.0,,neutral
Maximum Pest Control Services,@maxipestcontrol,2019-02-09T16:35:03.000Z,"Maximum Pest Control Services
@maxipestcontrol
·
Feb 9, 2019Frontier Capital Management Co. LLC Buys 37,386 Shares of FMC Corp (FMC) - Fairfield Current http://dlvr.it/QyXd6P",,,,neutral
DataM Intelligence,@DataM_Research,2019-02-08T18:30:35.000Z,"DataM Intelligence
@DataM_Research
·
Feb 8, 2019Soda Ash New Market Research Report http://ow.ly/DRc650kSvwn. 
Companies profiled in the report - 
@FMCCorp
 , 
@SolvayGroup
 ,
@TataChemicals
 and Albemarle Corporation, Avalon Advanced Materials Inc. , Critical Elements (TSX.V:CRE) - Lithium Charged and more profiles.
ALT
1",,1.0,,neutral
InterCooler,@intercooleronli,2019-02-08T17:38:17.000Z,"InterCooler
@intercooleronli
·
Feb 8, 2019FMC Corp (FMC) Stake Lowered by M&T Bank Corp  https://modernreaders.com/news/2019/02/08/fmc-corp-fmc-stake-lowered-by-mt-bank-corp.html… #investingnews",,,,negative
Emily Hersh,@LithiumPodcast,2019-02-08T17:12:34.000Z,"Emily Hersh
@LithiumPodcast
·
Feb 8, 2019Invitation: if you are a shareholder of 
@LiventCorp
 or 
@FMCCorp
, the #GlobalLithiumPodcast would be delighted to host CEO Paul Graves or COO Tom Schneberger. 

I ask 
@EduardoBitran
 to provide character witness for 
@globallithium
's decorum
Joe Lowry
@globallithium
·
Feb 8, 2019
Congrats @LiventCorp $LTHM for record production in #ARG in 2018 with 17.3K MT of carbonate & 21.5K MT LCE when LiCl is included. Although your LCE output is still less than half of the average “Big 4” producer - your small increase is progress. The champagne is in an ice glass.
4",,,4.0,neutral
Marian..,@Marianvillafan,2019-02-08T00:14:56.000Z,"Marian..
@Marianvillafan
·
Feb 8, 2019#recorridadesoja #distintosfungicidas #charlaplagas con la visita estelar de 
@marianoluna79
 #chacraexperimentalmiramar Los esperamos! @AgroindustriaBA 
@BASF_Agro_ARG
 @Bayer4CropsAR
 @FMCCorp
 @CortevaARG
6
12",,6.0,12.0,neutral
Vida Rural,@VRural,2019-02-07T19:00:01.000Z,"Vida Rural
@VRural
·
Feb 7, 2019Coragen 20SC, estrella del stand de FMC Agricultural Solutions en Sevilla  https://agronegocios.es/coragen-20sc-estrella-del-stand-de-fmc-agricultural-solutions-en-sevilla/…
@FMCCorp
1
3",,1.0,3.0,neutral
InterCooler,@intercooleronli,2019-02-07T17:04:48.000Z,"InterCooler
@intercooleronli
·
Feb 7, 2019FMC Corp (FMC) Shares Sold by Twin Capital Management Inc.  https://modernreaders.com/news/2019/02/07/fmc-corp-fmc-shares-sold-by-twin-capital-management-inc.html… #investingnews",,,,neutral
FMC Corporation,@FMCCorp,2019-02-07T17:00:49.000Z,"FMC Corporation
@FMCCorp
·
Feb 7, 2019Mark Douglas, president and chief operating officer, and Andrew Sandifer, executive vice president and chief financial officer, will speak at the Bank of America Merrill Lynch 2019 Global Agriculture and Materials Conference. Get the details here: https://buff.ly/2RLGqXk
1
6",,1.0,6.0,neutral
CropConnect,@CropConnect,2019-02-07T16:15:07.000Z,"CropConnect
@CropConnect
·
Feb 7, 2019Excited to see everyone next week for #CropConnect19 SOLD OUT Conference.  

Shout out to our amazing GOLD SPONSORS! 
 
@ATPNutritionLtd
 @BASF
 @Bayer
 @BrettYoungSeeds
 @ccga_ca
 @corteva
 @FCCagriculture
 @FMCCorp
 @PioneerSeed
 @syngentacanada
 @westerngrains
2
21",,2.0,21.0,neutral
InterCooler,@intercooleronli,2019-02-07T16:00:35.000Z,"InterCooler
@intercooleronli
·
Feb 7, 2019KBC Group NV Sells 60,378 Shares of FMC Corp (FMC)  https://modernreaders.com/news/2019/02/07/kbc-group-nv-sells-60378-shares-of-fmc-corp-fmc.html… #investingnews",,,,neutral
Empresa Agraria,@EmpresaAgraria,2019-02-07T15:00:01.000Z,"Empresa Agraria
@EmpresaAgraria
·
Feb 7, 2019FMC Agricultural Solutions apuesta por la Producción Integrada http://empresaagraria.com/fmc-agricultural-solutions-apuesta-la-produccion-integrada/… CC 
@FMCCorp",,,,neutral
Rafael Daniel,@RafaelDaniel9,2019-02-07T13:00:23.000Z,"Rafael Daniel
@RafaelDaniel9
·
Feb 7, 2019.
@FMCCorp
 apuesta por la producción integrada y la alternancia de materias activas para alargar la vida de las soluciones fitosanitarias y evitar resistencias http://ow.ly/N8KE30nBVM3",,,,neutral
Community Financial,@CFinancialNews,2019-02-07T12:07:55.000Z,"Community Financial
@CFinancialNews
·
Feb 7, 2019Seaport Global Securities Comments on FMC Corp’s Q4 2018 Earnings $FMC http://americanbankingnews.com/?p=9446799 #markets",,,,neutral
US Banking News,@AmericanBanking,2019-02-07T12:07:54.000Z,"US Banking News
@AmericanBanking
·
Feb 7, 2019Seaport Global Securities Comments on FMC Corp’s Q4 2018 Earnings $FMC http://americanbankingnews.com/?p=9446799 #stocks",,,,neutral
The Lincolnian,@ThisLincolnian,2019-02-07T12:07:11.000Z,"The Lincolnian
@ThisLincolnian
·
Feb 7, 2019Seaport Global Securities Comments on FMC Corp’s Q4 2018 Earnings $FMC http://thelincolnianonline.com/?p=2679740",,,,neutral
Enrique Palomo,@enripalomo,2019-02-07T12:02:23.000Z,"Enrique Palomo
@enripalomo
·
Feb 7, 2019FMC Agricultural Solutions apuesta por la Producción Integrada http://empresaagraria.com/fmc-agricultural-solutions-apuesta-la-produccion-integrada/… CC 
@FMCCorp",,,,neutral
FMC Corporation,@FMCCorp,2019-02-07T12:00:12.000Z,"FMC Corporation
@FMCCorp
·
Feb 7, 2019R&D at FMC: 
@Chemicalweek
's Vincent Valk talks to Kathy Shelton, chief technology officer at FMC, about her career and how the R&D process works at FMC. Listen to the full podcast here: 
https://buff.ly/2DVT9CM
1
2
7",1.0,2.0,7.0,neutral
AgroNegocios,@agrnegocios,2019-02-07T09:40:00.000Z,"AgroNegocios
@agrnegocios
·
Feb 7, 2019Coragen 20SC, estrella del stand de FMC Agricultural Solutions en Sevilla  https://agronegocios.es/coragen-20sc-estrella-del-stand-de-fmc-agricultural-solutions-en-sevilla/…
@FMCCorp
1",,1.0,,neutral
InterCooler,@intercooleronli,2019-02-06T18:35:37.000Z,"InterCooler
@intercooleronli
·
Feb 6, 2019Johanson Financial Advisors Inc. Has $274,000 Holdings in FMC Corp (FMC)  https://modernreaders.com/news/2019/02/06/johanson-financial-advisors-inc-has-274000-holdings-in-fmc-corp-fmc.html… #investingnews",,,,neutral
RISE,@PestFacts,2019-02-06T15:58:31.000Z,"RISE
@PestFacts
·
Feb 6, 2019Thank you to the sponsors of our first Industry Issues Breakfast of 2019! 
@AmVac_AG
 @Bayer
 @corteva
 @FMCCorp
 @GowanCo
 @Kadant
 @NufarmUS
 @OHPSolutions
 @PBIGordonTurf
 @SipcamAgroTurf
 @XSIncTweet
 @specon
 @Syngenta
 #GIS19
1
16",,1.0,16.0,neutral
The Lincolnian,@ThisLincolnian,2019-02-06T13:31:39.000Z,"The Lincolnian
@ThisLincolnian
·
Feb 6, 2019Seaport Global Securities Weighs in on FMC Corp’s FY2018 Earnings $FMC http://thelincolnianonline.com/?p=2677065",,,,neutral
Community Financial,@CFinancialNews,2019-02-06T13:31:23.000Z,"Community Financial
@CFinancialNews
·
Feb 6, 2019Seaport Global Securities Weighs in on FMC Corp’s FY2018 Earnings $FMC http://americanbankingnews.com/?p=9435174 #markets",,,,neutral
US Banking News,@AmericanBanking,2019-02-06T13:31:22.000Z,"US Banking News
@AmericanBanking
·
Feb 6, 2019Seaport Global Securities Weighs in on FMC Corp’s FY2018 Earnings $FMC http://americanbankingnews.com/?p=9435174 #stocks",,,,neutral
InterCooler,@intercooleronli,2019-02-06T12:15:48.000Z,"InterCooler
@intercooleronli
·
Feb 6, 2019FMC Corp (FMC) Holdings Trimmed by Bank of Montreal Can  https://modernreaders.com/news/2019/02/06/fmc-corp-fmc-holdings-trimmed-by-bank-of-montreal-can.html… #investingnews",,,,neutral
Food Anaimal Feed Industry Trends,@GlobFoodTrends,2019-02-06T10:58:55.000Z,"Food Anaimal Feed Industry Trends
@GlobFoodTrends
·
Feb 6, 2019Food Colorants Market worth over USD 4.7 Billion by 2024
Top Players - 
@BASF
  @Cargill
 @ADMupdates
 @FMCCorp
 @DowDuPontCo #FoodColorants #Dairy #Meat #Poultry 

Read More @ 
https://bit.ly/2AetaF1
1",,,1.0,neutral
MarketBeat,@MarketBeatCom,2019-02-06T08:05:55.000Z,"MarketBeat
@MarketBeatCom
·
Feb 6, 2019Robecosam AG Reduces Stake in FMC Corp $FMC http://bit.ly/2St5Tt0",,,,neutral
Dakota Financial,@dakotafinancial,2019-02-06T06:29:45.000Z,"Dakota Financial
@dakotafinancial
·
Feb 6, 2019FY2018 EPS Estimates for FMC Corp $FMC Increased by Analyst http://dakotafinancialnews.com/?p=816110",,,,neutral
Maximum Pest Control Services,@maxipestcontrol,2019-02-05T20:05:02.000Z,"Maximum Pest Control Services
@maxipestcontrol
·
Feb 5, 2019421 Shares in FMC Corp (FMC) Purchased by We Are One Seven LLC - Fairfield Current http://dlvr.it/QyFsjQ
1",,,1.0,neutral
InterCooler,@intercooleronli,2019-02-05T18:06:57.000Z,"InterCooler
@intercooleronli
·
Feb 5, 2019Locust Wood Capital Advisers LLC Invests $25.06 Million in FMC Corp (FMC)  https://modernreaders.com/news/2019/02/05/locust-wood-capital-advisers-llc-invests-25-06-million-in-fmc-corp-fmc.html… #investingnews",,,,neutral
luke,@TradingLK,2019-02-05T16:26:47.000Z,"luke
@TradingLK
·
Feb 5, 2019Replying to 
@LithiumIonBull
 @howardklein10
 and 2 others
And yet at the same time, $ALB is downgraded at Citigroup stating they prefer $LTHM due to its move to hydroxide.",,,,negative
Howard Klein,@LithiumIonBull,2019-02-05T15:58:23.000Z,"Howard Klein
@LithiumIonBull
·
Feb 5, 2019Short Interest growing 
@LiventCorp
 ahead of March 1 full spinoff from 
@FMCCorp
7.3m shares short vs 23m shares = 32% of current float. 9 days to cover.

Feb 11 $LTHM earnings released, followed by Feb 12 conference call.

Not advice. DYOR
1
4",1.0,,4.0,neutral
kreviewer,@kreviewer1,2019-02-05T15:36:53.000Z,"kreviewer
@kreviewer1
·
Feb 5, 2019FMC Corp $FMC  2018 Q3 Sentiment Reported At 0.93 https://kreviewer.com/2019/02/05/fmc-corp-nysefmc-2018-q3-sentiment-reported-at-0-93/…",,,,neutral
InterCooler,@intercooleronli,2019-02-05T13:51:02.000Z,"InterCooler
@intercooleronli
·
Feb 5, 2019FMC Corp (FMC) Stake Boosted by Fjarde AP Fonden Fourth Swedish National Pension Fund  https://modernreaders.com/news/2019/02/05/fmc-corp-fmc-stake-boosted-by-fjarde-ap-fonden-fourth-swedish-national-pension-fund.html… #investingnews",,,,neutral
InterCooler,@intercooleronli,2019-02-04T20:33:16.000Z,"InterCooler
@intercooleronli
·
Feb 4, 2019FMC Corp (FMC) Expected to Announce Quarterly Sales of $1.17 Billion  https://modernreaders.com/news/2019/02/04/fmc-corp-fmc-expected-to-announce-quarterly-sales-of-1-17-billion.html… #investingnews",,,,neutral
WKRB News,@WKRBNews,2019-02-04T16:21:40.000Z,"WKRB News
@WKRBNews
·
Feb 4, 2019FMC Corp $FMC Receives $102.27 Consensus Target Price from Analysts http://wkrb13.com/?p=878463 #markets",,,,neutral
Maximum Pest Control Services,@maxipestcontrol,2019-02-04T16:08:03.000Z,"Maximum Pest Control Services
@maxipestcontrol
·
Feb 4, 2019FMC Corp (FMC) to Post FY2018 Earnings of $6.25 Per Share, Jefferies Financial Group Forecasts - Fairfield Current http://dlvr.it/Qy94RR",,,,neutral
ResearchPool,@ResearchPool,2019-02-04T15:56:09.000Z,"ResearchPool
@ResearchPool
·
Feb 4, 2019$FMC #FMC Corp. Morningstar | FMC Reports High-Level 2018 Results; Raising Fair Value Estimate on Improved Near-Term Outlook: FMC reported high-level 2018 results that were above our expectations as greater agricultural solutions segment performance and… http://dlvr.it/Qy929B",,,,positive
ResearchPool,@ResearchPool,2019-02-04T15:56:07.000Z,"ResearchPool
@ResearchPool
·
Feb 4, 2019$FMC #FMC Corp. FMC Reports High-Level 2018 Results; Raising Fair Value Estimate on Improved Near-Term Outlook: FMC reported high-level 2018 results that were above our expectations as greater agricultural solutions segment performance and lower taxes… http://dlvr.it/Qy928f",,,,positive
ResearchPool,@ResearchPool,2019-02-04T15:56:05.000Z,"ResearchPool
@ResearchPool
·
Feb 4, 2019$FMC #FMC Corp. Morningstar | FMC Reports High-Level 2018 Results; Raising Fair Value Estimate on Improved Near-Term Outlook. See Updated Analyst Note from 04 Feb 2019: FMC reported high-level 2018 results that were above our expectations as greater… http://dlvr.it/Qy9252",,,,positive
ResearchPool,@ResearchPool,2019-02-04T15:37:37.000Z,"ResearchPool
@ResearchPool
·
Feb 4, 2019$FMC #FMC Corp. FMCs Crop Chemical Pipeline Reduces Patent Expiration Risk: On Dec. 20, shares of all three lithium stocks we cover traded sharply lower, as junior lithium producer Orocobre announced its outlook for lower prices into 2019. We already… http://dlvr.it/Qy8ypH",,,,negative
Community Financial,@CFinancialNews,2019-02-04T06:15:33.000Z,"Community Financial
@CFinancialNews
·
Feb 4, 2019FMC Corp $FMC to Post FY2018 Earnings of $6.25 Per Share, Jefferies Financial Group Forecasts http://americanbankingnews.com/?p=9408808 #markets",,,,neutral
US Banking News,@AmericanBanking,2019-02-04T06:15:32.000Z,"US Banking News
@AmericanBanking
·
Feb 4, 2019FMC Corp $FMC to Post FY2018 Earnings of $6.25 Per Share, Jefferies Financial Group Forecasts http://americanbankingnews.com/?p=9408808 #stocks",,,,neutral
Transcript Daily,@TranscriptDaily,2019-02-04T06:12:24.000Z,"Transcript Daily
@TranscriptDaily
·
Feb 4, 2019FMC Corp $FMC to Post FY2018 Earnings of $6.25 Per Share, Jefferies Financial Group Forecasts http://zpr.io/gpq7X",,,,positive
PFD Bot,@pfdbot,2019-02-04T04:30:21.000Z,"PFD Bot
@pfdbot
·
Feb 4, 2019Alaskans own 6,856 shares of FMC CORP, worth $477,109. It's from the CHEMICAL sector, based in UNITED STATES.",,,,neutral
Sure Thing Pest Control,@surethingpests,2019-02-03T13:59:00.000Z,"Sure Thing Pest Control
@surethingpests
·
Feb 3, 2019RT 
@maxipestcontrol
: Manning & Napier Group LLC Decreases Holdings in FMC Corp (FMC) - Fairfield Current http://dlvr.it/QxfF9F #surecure",,,,negative
